id,lat,lon
353,38.83151428,-77.30726928
354,38.8314913,-77.30703458
355,38.83155294,-77.30707884
356,38.83159473,-77.30670199
357,38.83160413,-77.30646059
358,38.83156443,-77.30617359
359,38.83060747,-77.30894431
360,38.8306106,-77.30836362
361,38.8305709,-77.30822548
362,38.83045389,-77.30814904
363,38.83063986,-77.30805784
364,38.83052285,-77.30797738
365,38.83071716,-77.3078379
366,38.8306012,-77.30776817
367,38.83329758,-77.30965108
368,38.83336549,-77.30935872
369,38.83329863,-77.30924606
370,38.83328296,-77.30905965
371,38.83330803,-77.30898321
372,38.83343026,-77.30905965
373,38.83351279,-77.30912134
374,38.83343757,-77.30950356
375,38.83345115,-77.30933994
376,38.83350443,-77.30925545
377,38.83358592,-77.30896577
378,38.83371441,-77.30881691
379,38.83336026,-77.30883837
380,38.8333237,-77.30879009
381,38.83349085,-77.30834484
382,38.83371859,-77.3084709
383,38.83390663,-77.30845883
384,38.83254436,-77.31001854
385,38.8326948,-77.30968326
386,38.83276166,-77.30952501
387,38.8329006,-77.30961218
388,38.83292567,-77.30973557
389,38.83297478,-77.30981067
390,38.83304372,-77.309466
391,38.83294448,-77.30949283
392,38.83300612,-77.30956793
393,38.83280762,-77.30939761
394,38.83266137,-77.30945528
395,38.83270733,-77.30932117
396,38.83275435,-77.30920047
397,38.83306775,-77.30939895
398,38.83316073,-77.30941504
399,38.83316909,-77.30978787
400,38.8332558,-77.30954915
401,38.83324013,-77.30891481
402,38.83292985,-77.30872437
403,38.83301761,-77.30878472
404,38.83275539,-77.30840519
405,38.83300089,-77.30856881
406,38.83307611,-77.30854332
407,38.83332997,-77.30871633
408,38.83248795,-77.30821073
409,38.83253287,-77.30803236
410,38.83264047,-77.30798408
411,38.83227065,-77.30751067
412,38.83205126,-77.30755359
413,38.83202932,-77.30762333
414,38.83122281,-77.30734035
415,38.8317577,-77.30768099
416,38.83077671,-77.30734572
417,38.83086969,-77.30714053
418,38.83101595,-77.30709627
419,38.83109849,-77.30714589
420,38.83102431,-77.30685756
421,38.83107028,-77.3066403
422,38.83034106,-77.30811551
423,38.83026584,-77.30820268
424,38.83021779,-77.30828583
425,38.8307903,-77.30767429
426,38.8306712,-77.30759785
427,38.83058866,-77.30750665
428,38.83063672,-77.30724648
429,38.83041315,-77.30733097
430,38.83072134,-77.30704397
431,38.83091253,-77.30703056
432,38.83094922,-77.30714321
433,38.8309679,-77.30689779
434,38.83130743,-77.30609447
435,38.83125311,-77.30619505
436,38.83118624,-77.30614141
437,38.83116117,-77.30605021
438,38.83111102,-77.30603546
439,38.83110893,-77.30592012
440,38.83108073,-77.30579138
441,38.83109431,-77.30568141
442,38.8311152,-77.30552316
443,38.83109849,-77.30558351
444,38.83105043,-77.30558217
445,38.83103058,-77.30569348
446,38.83099193,-77.30580747
447,38.83103058,-77.30586246
448,38.83099297,-77.30588794
449,38.8309585,-77.30587319
450,38.83142339,-77.30583027
451,38.83090313,-77.30578467
452,38.83075477,-77.30696619
453,38.83033897,-77.30704531
454,38.83043195,-77.30683476
455,38.83015406,-77.30665773
456,38.83029196,-77.30671808
457,38.83005794,-77.3068817
458,38.83001406,-77.30702788
459,38.82973512,-77.30775207
460,38.82967243,-77.3078151
461,38.83018853,-77.30825633
462,38.83017286,-77.3082979
463,38.83007884,-77.30815977
464,38.83006421,-77.30823487
465,38.82995347,-77.3080726
466,38.82993257,-77.30815843
467,38.82979885,-77.30799749
468,38.82971945,-77.3082979
469,38.82953348,-77.30819464
470,38.82961602,-77.30795726
471,38.82970796,-77.30813161
472,38.82970482,-77.30820939
473,38.82959094,-77.30813697
474,38.82947916,-77.30843335
475,38.82939767,-77.30845615
476,38.82938095,-77.30838507
477,38.82926707,-77.30830997
478,38.82917514,-77.30835289
479,38.8293611,-77.30859965
480,38.82925454,-77.30851516
481,38.82914693,-77.30844945
482,38.82917409,-77.30870962
483,38.82912812,-77.3088719
484,38.82892335,-77.30873108
485,38.82898604,-77.3085849
486,38.8293214,-77.30900332
487,38.82939558,-77.30883569
488,38.82928692,-77.30876997
489,38.82907798,-77.3086144
490,38.8290435,-77.30872706
491,38.82913544,-77.30946869
492,38.82920752,-77.30954781
493,38.82875097,-77.30917767
494,38.83018004,-77.30656922
495,38.83031377,-77.30662555
496,38.83033049,-77.30622321
497,38.8304266,-77.30629295
498,38.83039944,-77.3063466
499,38.82997737,-77.30681598
500,38.82987916,-77.30653435
501,38.82994602,-77.30637878
502,38.82988151,-77.30628222
503,38.8298311,-77.30637342
504,38.82981021,-77.30642974
505,38.82979767,-77.30668187
506,38.82956365,-77.30653435
507,38.82964514,-77.30633855
508,38.8295741,-77.30627149
509,38.82950515,-77.30650753
510,38.8293359,-77.30662555
511,38.82936724,-77.30700374
512,38.82942992,-77.30710566
513,38.82923142,-77.30693936
514,38.82927112,-77.30679989
515,38.82929829,-77.30670065
516,38.8293756,-77.30638415
517,38.82943828,-77.3061803
518,38.8293359,-77.30611861
519,38.82949679,-77.30600327
520,38.82963887,-77.30568141
521,38.8298123,-77.30582625
522,38.82936724,-77.30601668
523,38.82907471,-77.30672479
524,38.82889083,-77.30673283
525,38.82874248,-77.3066175
526,38.82870487,-77.30674088
527,38.82873412,-77.30689377
528,38.82884487,-77.3069796
529,38.82891382,-77.30687767
530,38.82881979,-77.30713785
531,38.82873621,-77.30719954
532,38.82841234,-77.3067221
533,38.82906635,-77.30724514
534,38.82902038,-77.30733365
535,38.82920635,-77.30741143
536,38.8293547,-77.30748653
537,38.82962842,-77.30769038
538,38.82954902,-77.30791569
539,38.82944246,-77.30788887
540,38.82948007,-77.30777085
541,38.82934217,-77.30768234
542,38.82929411,-77.30777621
543,38.82924187,-77.30772793
544,38.82927321,-77.30764747
545,38.8291771,-77.30755091
546,38.82924605,-77.30606228
547,38.82944664,-77.30584234
548,38.82954485,-77.30561167
549,38.82950723,-77.30568141
550,38.82941321,-77.30562508
551,38.82934843,-77.30537295
552,38.82936515,-77.30531394
553,38.82947798,-77.30503231
554,38.82958246,-77.30512351
555,38.82955111,-77.30490357
556,38.82926485,-77.30556875
557,38.82907889,-77.30722904
558,38.82883651,-77.30737388
559,38.82867144,-77.30741411
560,38.82908934,-77.30600864
561,38.82879263,-77.30574578
562,38.82864427,-77.3061052
563,38.8288386,-77.30633318
564,38.82857741,-77.30604351
565,38.82845413,-77.30607837
566,38.82857323,-77.30629295
567,38.82904964,-77.30787277
568,38.82850219,-77.30644315
569,38.82829115,-77.30629563
570,38.8282201,-77.30641097
571,38.82823473,-77.30613202
572,38.8281804,-77.30624467
573,38.82808846,-77.30606496
574,38.82788787,-77.30578065
575,38.82776041,-77.30549365
576,38.82825353,-77.30706543
577,38.82841443,-77.30733365
578,38.82818458,-77.30722636
579,38.82804249,-77.30754554
580,38.82796518,-77.30737925
581,38.82800488,-77.30697691
582,38.82811145,-77.30673015
583,38.82825145,-77.30675161
584,38.82760578,-77.30587989
585,38.827681,-77.30530053
586,38.82825562,-77.30536759
587,38.82821801,-77.30547488
588,38.82811772,-77.30541855
589,38.82808846,-77.30527908
590,38.8278816,-77.30513155
591,38.82816604,-77.30531126
592,38.82779593,-77.30505913
593,38.82809708,-77.30510205
594,38.82802369,-77.30473727
595,38.82885113,-77.30557412
596,38.82893054,-77.30563581
597,38.82892845,-77.3054266
598,38.82895561,-77.30534345
599,38.82863383,-77.30516374
600,38.82856069,-77.30523616
601,38.8285795,-77.30512887
602,38.8275619,-77.30600864
603,38.8276622,-77.30606228
604,38.82761832,-77.30611861
605,38.82752429,-77.30608642
606,38.82753265,-77.30589062
607,38.82746369,-77.30587989
608,38.82747623,-77.30613202
609,38.82749412,-77.30621919
610,38.82764039,-77.30638281
611,38.82761218,-77.30645657
612,38.82752755,-77.3065035
613,38.82745755,-77.30653971
614,38.82738338,-77.30667919
615,38.82745755,-77.30629697
616,38.82742308,-77.30635598
617,38.82738651,-77.30595633
618,38.82741054,-77.30586246
619,38.82734576,-77.30502963
620,38.82731233,-77.30470642
621,38.82740741,-77.30466083
622,38.82749517,-77.3045361
623,38.82767173,-77.30485529
624,38.8276989,-77.30490088
625,38.82703129,-77.30476946
626,38.82715561,-77.30499879
627,38.8273677,-77.30527237
628,38.82723711,-77.30573371
629,38.82730397,-77.30577797
630,38.82724233,-77.30595097
631,38.82730711,-77.30600193
632,38.82728621,-77.30607972
633,38.82717024,-77.30615348
634,38.82707726,-77.30595499
635,38.82698009,-77.30578467
636,38.82687875,-77.30560765
637,38.82682547,-77.30550304
638,38.82678263,-77.3053287
639,38.82695502,-77.30552584
640,38.827048,-77.30566934
641,38.82707412,-77.30542928
642,38.82723293,-77.30541989
643,38.82791203,-77.30478957
644,38.82799039,-77.30484188
645,38.82794128,-77.30470777
646,38.82779084,-77.30458438
647,38.82680875,-77.30490759
648,38.82676591,-77.30488345
649,38.8269989,-77.30448917
650,38.82695188,-77.30446234
651,38.8275986,-77.30448648
652,38.827678,-77.30443954
653,38.82714726,-77.304634
654,38.8271295,-77.30445161
655,38.82706263,-77.30441675
656,38.826978,-77.30441272
657,38.82707412,-77.30433226
658,38.82713263,-77.30435506
659,38.82720159,-77.3043631
660,38.82729875,-77.30433762
661,38.82737188,-77.30438054
662,38.82740741,-77.30444223
663,38.82737502,-77.304461
664,38.82740949,-77.30449587
665,38.8275192,-77.30441675
666,38.82762785,-77.30433494
667,38.82760278,-77.30420887
668,38.82755681,-77.304115
669,38.82743875,-77.30414316
670,38.82728308,-77.30423301
671,38.82729353,-77.3041901
672,38.82748994,-77.30408818
673,38.82822755,-77.30784193
674,38.8281565,-77.30803102
675,38.82819934,-77.30791703
676,38.82818785,-77.30795324
677,38.82798098,-77.30771184
678,38.82831635,-77.30773464
679,38.82837277,-77.30791301
680,38.82850441,-77.30789691
681,38.82863918,-77.30766356
682,38.82863291,-77.30800554
683,38.82856918,-77.3081705
684,38.82853993,-77.30826169
685,38.8285859,-77.30842263
686,38.82853262,-77.30861306
687,38.828845,-77.30885848
688,38.82863709,-77.30749592
689,38.82842814,-77.30851784
690,38.82838008,-77.30846956
691,38.82832053,-77.3086305
692,38.82830277,-77.30883434
693,38.82830381,-77.30896309
694,38.82853888,-77.30906904
695,38.82836754,-77.308027
696,38.82839993,-77.30815172
697,38.82786501,-77.30772659
698,38.82778143,-77.30774134
699,38.82782322,-77.30789959
700,38.82794755,-77.30781779
701,38.82790785,-77.30681598
702,38.82984155,-77.30929703
703,38.82966604,-77.30972081
704,38.82914784,-77.3097235
705,38.8268892,-77.30435103
706,38.82672203,-77.30432019
707,38.82695606,-77.304288
708,38.82681293,-77.30446771
709,38.82708562,-77.30418071
710,38.82663427,-77.30437517
711,38.82667502,-77.30451733
712,38.82674188,-77.30460182
713,38.82668755,-77.30485931
714,38.82680666,-77.30426118
715,38.82704487,-77.30403051
716,38.82702188,-77.30397418
717,38.82676173,-77.30410963
718,38.82658621,-77.30394065
719,38.8264274,-77.30372474
720,38.8262477,-77.30360404
721,38.82608889,-77.30393127
722,38.82599173,-77.30401441
723,38.82607322,-77.30409354
724,38.82590187,-77.30422631
725,38.82595829,-77.30427727
726,38.82588202,-77.30434969
727,38.82595411,-77.30444893
728,38.82610352,-77.30462328
729,38.82628009,-77.30483517
730,38.82637098,-77.3049666
731,38.82647755,-77.30481774
732,38.82663009,-77.30451062
733,38.8265674,-77.30465546
734,38.82664263,-77.30438322
735,38.82673352,-77.30373278
736,38.82650158,-77.30361477
737,38.82639084,-77.3036094
738,38.82652875,-77.30341494
739,38.82660606,-77.30342701
740,38.82666248,-77.30322048
741,38.82663218,-77.30318025
742,38.82652457,-77.3033385
743,38.82650367,-77.30337203
744,38.82645143,-77.30331302
745,38.8264086,-77.30327547
746,38.82632188,-77.30333582
747,38.82711696,-77.30387628
748,38.82715144,-77.30392322
749,38.82719845,-77.30389506
750,38.82722561,-77.3039715
751,38.82714412,-77.30405599
752,38.82705427,-77.30413914
753,38.82732278,-77.30403319
754,38.82749517,-77.30392456
755,38.82748994,-77.30383068
756,38.82759651,-77.30384007
757,38.827678,-77.30404258
758,38.82656531,-77.303655
759,38.8268892,-77.3030287
760,38.82613591,-77.30320171
761,38.82634382,-77.30292141
762,38.82629367,-77.30282888
763,38.82591128,-77.30291739
764,38.8258162,-77.30276451
765,38.82587993,-77.30276987
766,38.82603038,-77.30241984
767,38.82562709,-77.30251104
768,38.82549858,-77.30241045
769,38.82552052,-77.30234474
770,38.82557485,-77.30239436
771,38.82611083,-77.30233535
772,38.82670427,-77.30313331
773,38.82675651,-77.30306894
774,38.82660397,-77.30302736
775,38.82663636,-77.30298445
776,38.8266677,-77.30292812
777,38.82654233,-77.30297238
778,38.82655069,-77.30291605
779,38.82655487,-77.30274171
780,38.82656845,-77.30265453
781,38.82681711,-77.3029764
782,38.82684218,-77.30293617
783,38.8269686,-77.30295494
784,38.82688606,-77.30285436
785,38.8291229,-77.30559826
786,38.82900066,-77.30551779
787,38.8290226,-77.30521068
788,38.82872172,-77.30565861
789,38.82887216,-77.30531931
790,38.82869142,-77.30508327
791,38.82845217,-77.30503231
792,38.82827352,-77.30504841
793,38.82826098,-77.30488747
794,38.82820456,-77.30491295
795,38.82814606,-77.30482578
796,38.8282965,-77.30480835
797,38.82850127,-77.30495453
798,38.8285765,-77.30500951
799,38.82860366,-77.30494112
800,38.8287144,-77.30500683
801,38.82893798,-77.30525494
802,38.82858067,-77.30500549
803,38.82894529,-77.30524823
804,38.82808755,-77.30468228
805,38.82807815,-77.30461925
806,38.82811158,-77.3045589
807,38.82834874,-77.30464205
808,38.82821919,-77.30462193
809,38.82843336,-77.30463266
810,38.82841769,-77.3045361
811,38.82833516,-77.30455488
812,38.82825367,-77.30454147
813,38.82820352,-77.3045066
814,38.82818367,-77.30446637
815,38.82827038,-77.30443016
816,38.82837381,-77.30440065
817,38.8283759,-77.30431885
818,38.82826516,-77.3043403
819,38.828168,-77.30436578
820,38.82813038,-77.30437249
821,38.82809277,-77.30440333
822,38.82803427,-77.30444893
823,38.82800606,-77.30451331
824,38.82794442,-77.30453476
825,38.82789636,-77.30450258
826,38.82784934,-77.30443284
827,38.8277971,-77.30436578
828,38.82795068,-77.30446234
829,38.82788277,-77.30439663
830,38.82778875,-77.30430141
831,38.82771248,-77.30421424
832,38.82772502,-77.30414316
833,38.82613277,-77.30499342
834,38.82584023,-77.30508193
835,38.8264086,-77.3024708
836,38.82649636,-77.30246142
837,38.82641382,-77.30232731
838,38.82626651,-77.30213821
839,38.82614322,-77.30197191
840,38.82612859,-77.30189011
841,38.82615576,-77.30181769
842,38.82628531,-77.30231658
843,38.83520515,-77.30865598
844,38.83534409,-77.30913609
845,38.83537648,-77.3086828
846,38.83521664,-77.30830997
847,38.83544229,-77.30838507
848,38.83395469,-77.3086372
849,38.83420019,-77.30855942
850,38.83428898,-77.30858222
851,38.83434853,-77.30850577
852,38.83416467,-77.30838776
853,38.83433181,-77.3082912
854,38.83414691,-77.30827108
855,38.83442897,-77.30825633
856,38.83466611,-77.30823755
857,38.83448538,-77.30829388
858,38.83469222,-77.30829656
859,38.83477266,-77.30824426
860,38.83480191,-77.3080042
861,38.83348876,-77.30842397
862,38.83363815,-77.30849773
863,38.83378441,-77.30852321
864,38.83394633,-77.30850041
865,38.83460447,-77.30848297
866,38.83473506,-77.30849236
867,38.8351665,-77.30855405
868,38.83509964,-77.30863854
869,38.83510696,-77.30829924
870,38.8350986,-77.30839178
871,38.83479878,-77.30792776
872,38.83488862,-77.30794385
873,38.83490116,-77.30776414
874,38.83491787,-77.30762467
875,38.83494503,-77.30744362
876,38.8349607,-77.3072733
877,38.83469222,-77.30786875
878,38.83444568,-77.3078379
879,38.83445091,-77.3078312
880,38.83429003,-77.30824292
881,38.8342754,-77.30802029
882,38.83440285,-77.30786875
883,38.83436838,-77.30793849
884,38.83428898,-77.30796397
885,38.83438927,-77.30717808
886,38.83442375,-77.30761528
887,38.83437047,-77.30762735
888,38.83425033,-77.30763808
889,38.83427018,-77.30769709
890,38.83436107,-77.3077105
891,38.83426704,-77.30825901
892,38.83423153,-77.30800554
893,38.83422735,-77.30784059
894,38.83422735,-77.30757505
895,38.83422839,-77.3075147
896,38.83421168,-77.30736315
897,38.83420228,-77.30728403
898,38.8342357,-77.3071526
899,38.83429003,-77.30708286
900,38.83421586,-77.30706811
901,38.83417511,-77.30710968
902,38.83417198,-77.3069635
903,38.83417407,-77.30719954
904,38.83407483,-77.30730414
905,38.83420228,-77.30766758
906,38.83404871,-77.30760723
907,38.83410408,-77.30751604
908,38.83493981,-77.30718881
909,38.83494921,-77.30710968
910,38.83495339,-77.30705872
911,38.83495861,-77.30701983
912,38.83497115,-77.30688438
913,38.83427331,-77.30699971
914,38.83424197,-77.30692863
915,38.83436733,-77.30694741
916,38.83441434,-77.30702117
917,38.83415527,-77.30690986
918,38.83420645,-77.30686963
919,38.83421168,-77.30677173
920,38.834383,-77.30689645
921,38.83449478,-77.30697691
922,38.83465566,-77.3070024
923,38.83483012,-77.30703861
924,38.83413855,-77.30673283
925,38.83404557,-77.30711639
926,38.83392962,-77.30704531
927,38.83397349,-77.30699435
928,38.8340602,-77.30695143
929,38.83402259,-77.30667248
930,38.83415109,-77.30642036
931,38.8342263,-77.30641633
932,38.8342263,-77.30632648
933,38.83416258,-77.30629429
